"dt"	"level"	"Alice"	"Bob"
2014-07-20	24	10150	9390
2014-07-20	25	9240	5770
2014-07-20	26	13750	10270
2014-07-20	27	10570	7760
2014-07-20	28	12500	10570
2014-07-20	29	14710	13570
2014-07-20	30	11510	9550
2014-07-20	31	13260	12910
2014-07-20	32	16760	11550
2014-07-20	33	12770	13340
2014-07-20	34	12850	11510
2014-07-20	35	20850	19370
2014-07-20	36	0	0
2014-07-20	37	0	0
2014-07-20	38	0	0
2014-07-20	39	0	0
2014-07-20	40	0	0
2014-07-20	41	0	0
2014-07-20	42	0	0
2014-07-20	43	0	0
2014-07-20	44	0	0
2014-07-20	45	0	0
2014-07-20	46	0	0
2014-07-20	47	0	0
2014-07-20	48	0	0
2014-07-20	49	0	0
2014-07-21	1	15430	12060
2014-07-21	2	9080	8230
2014-07-21	3	10890	10430
2014-07-21	4	16970	14830
2014-07-21	5	14380	12520
2014-07-21	6	11960	9540
2014-07-21	7	16560	14730
2014-07-21	8	16190	12590
2014-07-21	9	15420	16790
2014-07-21	10	18720	14440
2014-07-21	11	11620	8950
2014-07-21	12	10800	7440
2014-07-21	13	19520	11760
2014-07-21	14	11200	7330
2014-07-21	15	10210	13930
2014-07-21	16	10760	15370
2014-07-21	17	9620	8670
2014-07-21	18	26090	17740
2014-07-21	19	13250	9690
2014-07-21	20	14460	9770
2014-07-21	21	19410	10710
2014-07-21	22	11810	9770
2014-07-21	23	12880	10440
2014-07-21	24	10150	9390
2014-07-21	25	9240	5770
2014-07-21	26	13750	10270
2014-07-21	27	10570	7760
2014-07-21	28	12500	10570
2014-07-21	29	14710	13570
2014-07-21	30	11510	9550
2014-07-21	31	13260	12910
2014-07-21	32	16760	11550
2014-07-21	33	12770	13340
2014-07-21	34	12850	11510
2014-07-21	35	20850	19370
2014-07-21	36	0	0
2014-07-21	37	0	0
2014-07-21	38	0	0
2014-07-21	39	0	0
2014-07-21	40	0	0
2014-07-21	41	0	0
2014-07-21	42	0	0
2014-07-21	43	0	0
2014-07-21	44	0	0
2014-07-21	45	0	0
2014-07-21	46	0	0
2014-07-21	47	0	0
2014-07-21	48	0	0
2014-07-21	49	0	0
2014-07-22	1	15430	12060
2014-07-22	2	9080	8230
2014-07-22	3	10890	10430
2014-07-22	4	16970	14830
2014-07-22	5	14380	12520
2014-07-22	6	11960	9540
2014-07-22	7	16560	14730
2014-07-22	8	16190	12590
2014-07-22	9	15420	16790
2014-07-22	10	18720	14440
2014-07-22	11	11620	8950
2014-07-22	12	10800	7440
2014-07-22	13	19520	11760
2014-07-22	14	11200	7330
2014-07-22	15	10210	13930
2014-07-22	16	10760	15370
2014-07-22	17	9620	8670
2014-07-22	18	26090	17740
2014-07-22	19	13250	9690
2014-07-22	20	14460	9770
2014-07-22	21	19410	10710
2014-07-22	22	11810	9770
2014-07-22	23	12880	10440
2014-07-22	24	10150	9390
2014-07-22	25	9240	5770
2014-07-22	26	13750	10270
2014-07-22	27	10570	7760
2014-07-22	28	12500	10570
2014-07-22	29	14710	13570
2014-07-22	30	11510	9550
2014-07-22	31	13260	12910
2014-07-22	32	16760	11550
2014-07-22	33	12770	13340
2014-07-22	34	12850	11510
2014-07-22	35	20850	19370
2014-07-22	36	12010	0
2014-07-22	37	17160	0
2014-07-22	38	0	0
2014-07-22	39	0	0
2014-07-22	40	0	0
2014-07-22	41	0	0
2014-07-22	42	0	0
2014-07-22	43	0	0
2014-07-22	44	0	0
2014-07-22	45	0	0
2014-07-22	46	0	0
2014-07-22	47	0	0
2014-07-22	48	0	0
2014-07-22	49	0	0
2014-07-23	1	15430	12060
2014-07-23	2	9080	8230
2014-07-23	3	10890	10430
2014-07-23	4	16970	14830
2014-07-23	5	14380	12520
2014-07-23	6	11960	9540
2014-07-23	7	16560	14730
2014-07-23	8	16190	12590
2014-07-23	9	18770	16790
2014-07-23	10	18720	14440
2014-07-23	11	11620	8950
2014-07-23	12	10800	7440
2014-07-23	13	19520	11760
2014-07-23	14	11200	7330
2014-07-23	15	13840	13930
2014-07-23	16	10760	15370
2014-07-23	17	9620	8670
2014-07-23	18	26090	17740
2014-07-23	19	13250	9690
2014-07-23	20	14460	9770
2014-07-23	21	19410	10710
2014-07-23	22	11810	9770
2014-07-23	23	12880	10440
2014-07-23	24	10150	9390
2014-07-23	25	9240	5770
2014-07-23	26	13750	10270
2014-07-23	27	10570	7760
2014-07-23	28	12500	10570
2014-07-23	29	14710	13570
2014-07-23	30	11510	9550
2014-07-23	31	13260	12910
2014-07-23	32	16760	11550
2014-07-23	33	12770	13340
2014-07-23	34	12850	11510
2014-07-23	35	20850	19370
2014-07-23	36	12010	0
2014-07-23	37	17160	0
2014-07-23	38	17770	0
2014-07-23	39	9610	0
2014-07-23	40	11840	0
2014-07-23	41	11630	0
2014-07-23	42	12130	0
2014-07-23	43	4620	0
2014-07-23	44	14670	0
2014-07-23	45	6440	0
2014-07-23	46	18780	0
2014-07-23	47	13500	0
2014-07-23	48	18380	0
2014-07-23	49	16380	0
2014-07-24	1	15430	12060
2014-07-24	2	9080	8230
2014-07-24	3	10890	10430
2014-07-24	4	16970	14830
2014-07-24	5	14380	12520
2014-07-24	6	11960	9540
2014-07-24	7	16560	14730
2014-07-24	8	16190	12590
2014-07-24	9	18770	16790
2014-07-24	10	18720	14440
2014-07-24	11	11620	8950
2014-07-24	12	10800	7440
2014-07-24	13	19520	11760
2014-07-24	14	11200	7330
2014-07-24	15	15550	13930
2014-07-24	16	15900	15370
2014-07-24	17	14410	8670
2014-07-24	18	26090	17740
2014-07-24	19	13250	9690
2014-07-24	20	14460	9770
2014-07-24	21	19410	10710
2014-07-24	22	11810	9770
2014-07-24	23	12880	10440
2014-07-24	24	10150	9390
2014-07-24	25	9240	5770
2014-07-24	26	13750	10270
2014-07-24	27	10570	7760
2014-07-24	28	12500	10570
2014-07-24	29	14710	13570
2014-07-24	30	11510	9550
2014-07-24	31	13260	12910
2014-07-24	32	16760	11550
2014-07-24	33	17550	13340
2014-07-24	34	12850	11510
2014-07-24	35	20850	19370
2014-07-24	36	12010	0
2014-07-24	37	17160	0
2014-07-24	38	17770	0
2014-07-24	39	9610	0
2014-07-24	40	11840	0
2014-07-24	41	11630	0
2014-07-24	42	12130	0
2014-07-24	43	4620	0
2014-07-24	44	14670	0
2014-07-24	45	6440	0
2014-07-24	46	18780	0
2014-07-24	47	13500	0
2014-07-24	48	18380	0
2014-07-24	49	16380	0
2014-07-25	1	15430	12060
2014-07-25	2	9080	8230
2014-07-25	3	10890	10430
2014-07-25	4	16970	14830
2014-07-25	5	14380	12520
2014-07-25	6	11960	9540
2014-07-25	7	16560	14730
2014-07-25	8	16190	12590
2014-07-25	9	18770	16790
2014-07-25	10	18720	14440
2014-07-25	11	11620	8950
2014-07-25	12	10800	7440
2014-07-25	13	19520	11760
2014-07-25	14	11200	7330
2014-07-25	15	15550	13930
2014-07-25	16	15900	15370
2014-07-25	17	14410	8670
2014-07-25	18	26090	17740
2014-07-25	19	13250	9690
2014-07-25	20	14460	9770
2014-07-25	21	19410	10710
2014-07-25	22	11810	9770
2014-07-25	23	12880	10440
2014-07-25	24	10150	9390
2014-07-25	25	9240	5770
2014-07-25	26	13750	10270
2014-07-25	27	10570	7760
2014-07-25	28	12500	10570
2014-07-25	29	14710	13570
2014-07-25	30	11510	9550
2014-07-25	31	13260	12910
2014-07-25	32	16760	11550
2014-07-25	33	17550	13340
2014-07-25	34	12850	11510
2014-07-25	35	20850	19370
2014-07-25	36	12010	0
2014-07-25	37	17160	0
2014-07-25	38	17770	0
2014-07-25	39	9610	0
2014-07-25	40	11840	0
2014-07-25	41	11630	0
2014-07-25	42	12130	0
2014-07-25	43	5810	0
2014-07-25	44	14670	0
2014-07-25	45	6440	0
2014-07-25	46	18780	0
2014-07-25	47	13500	0
2014-07-25	48	18380	0
2014-07-25	49	16380	0
2014-07-26	1	15430	12060
2014-07-26	2	9080	8230
2014-07-26	3	10890	10430
2014-07-26	4	16970	14830
2014-07-26	5	14380	12520
2014-07-26	6	11960	9540
2014-07-26	7	16560	14730
2014-07-26	8	16190	12590
2014-07-26	9	18770	16790
2014-07-26	10	18720	14440
2014-07-26	11	11620	8950
2014-07-26	12	10800	7440
2014-07-26	13	19520	11760
2014-07-26	14	11200	7330
2014-07-26	15	15550	13930
2014-07-26	16	15900	15370
2014-07-26	17	14410	8670
2014-07-26	18	26090	17740
2014-07-26	19	13250	9690
2014-07-26	20	14460	9770
2014-07-26	21	19410	10710
2014-07-26	22	11810	9770
2014-07-26	23	12880	10440
2014-07-26	24	10150	9390
2014-07-26	25	9240	5770
2014-07-26	26	13750	10270
2014-07-26	27	10570	7760
2014-07-26	28	12500	10570
2014-07-26	29	14710	13570
2014-07-26	30	11510	9550
2014-07-26	31	13260	12910
2014-07-26	32	16760	11550
2014-07-26	33	17550	13340
2014-07-26	34	12850	11510
2014-07-26	35	20850	19370
2014-07-26	36	12010	0
2014-07-26	37	17160	0
2014-07-26	38	17770	0
2014-07-26	39	9610	0
2014-07-26	40	11840	0
2014-07-26	41	11630	0
2014-07-26	42	12130	0
2014-07-26	43	9040	0
2014-07-26	44	14670	0
2014-07-26	45	6440	0
2014-07-26	46	18780	0
2014-07-26	47	13500	0
2014-07-26	48	18380	0
2014-07-26	49	16380	0
2014-07-27	1	15430	12060
2014-07-27	2	9080	8230
2014-07-27	3	10890	10430
2014-07-27	4	16970	14830
2014-07-27	5	14380	12520
2014-07-27	6	11960	9540
2014-07-27	7	16560	14730
2014-07-27	8	16190	12590
2014-07-27	9	18770	16790
2014-07-27	10	18720	14440
2014-07-27	11	11620	8950
2014-07-27	12	10800	7440
2014-07-27	13	19520	11760
2014-07-27	14	11200	7330
2014-07-27	15	15550	13930
2014-07-27	16	15900	15370
2014-07-27	17	14410	8670
2014-07-27	18	26090	17740
2014-07-27	19	13250	9690
2014-07-27	20	14460	9770
2014-07-27	21	19410	10710
2014-07-27	22	11810	9770
2014-07-27	23	12880	10440
2014-07-27	24	10150	9390
2014-07-27	25	9240	5770
2014-07-27	26	13750	10270
2014-07-27	27	10570	7760
2014-07-27	28	12500	10570
2014-07-27	29	14710	13570
2014-07-27	30	11510	9550
2014-07-27	31	13260	12910
2014-07-27	32	16760	11550
2014-07-27	33	17550	13340
2014-07-27	34	12850	11510
2014-07-27	35	20850	19370
2014-07-27	36	12010	0
2014-07-27	37	17160	0
2014-07-27	38	17770	0
2014-07-27	39	9610	0
2014-07-27	40	11840	0
2014-07-27	41	11630	0
2014-07-27	42	12130	0
2014-07-27	43	9040	0
2014-07-27	44	14670	0
2014-07-27	45	9630	0
2014-07-27	46	18780	0
2014-07-27	47	13500	0
2014-07-27	48	18380	0
2014-07-27	49	16380	0
2014-07-28	1	15430	12060
2014-07-28	2	9080	8230
2014-07-28	3	10890	10430
2014-07-28	4	16970	14830
2014-07-28	5	14380	12520
2014-07-28	6	11960	9540
2014-07-28	7	16560	14730
2014-07-28	8	16190	12590
2014-07-28	9	18770	16790
2014-07-28	10	18720	14440
2014-07-28	11	11620	8950
2014-07-28	12	10800	7440
2014-07-28	13	19520	11760
2014-07-28	14	11200	7330
2014-07-28	15	15550	13930
2014-07-28	16	15900	15370
2014-07-28	17	14410	8670
2014-07-28	18	26090	17740
2014-07-28	19	13250	9690
2014-07-28	20	14460	9770
2014-07-28	21	19410	10710
2014-07-28	22	11810	9770
2014-07-28	23	12880	10440
2014-07-28	24	10150	9390
2014-07-28	25	9240	5770
2014-07-28	26	13750	10270
2014-07-28	27	10570	7760
2014-07-28	28	12500	10570
2014-07-28	29	14710	13570
2014-07-28	30	11510	9550
2014-07-28	31	13260	12910
2014-07-28	32	16760	11550
2014-07-28	33	17550	13340
2014-07-28	34	12850	11510
2014-07-28	35	20850	19370
2014-07-28	36	12010	0
2014-07-28	37	17160	0
2014-07-28	38	17770	0
2014-07-28	39	9610	0
2014-07-28	40	11840	0
2014-07-28	41	11630	0
2014-07-28	42	12130	0
2014-07-28	43	9040	0
2014-07-28	44	14670	0
2014-07-28	45	9630	0
2014-07-28	46	18780	0
2014-07-28	47	13500	0
2014-07-28	48	18380	0
2014-07-28	49	22880	0
2014-07-29	1	15430	12060
2014-07-29	2	9080	8230
2014-07-29	3	10890	10430
2014-07-29	4	16970	14830
2014-07-29	5	14380	12520
2014-07-29	6	11960	9540
2014-07-29	7	16560	14730
2014-07-29	8	16190	12590
2014-07-29	9	18770	16790
2014-07-29	10	18720	14440
2014-07-29	11	11620	8950
2014-07-29	12	10800	7440
2014-07-29	13	19520	11760
2014-07-29	14	11200	7330
2014-07-29	15	15550	13930
2014-07-29	16	15900	15370
2014-07-29	17	14410	8670
2014-07-29	18	26090	17740
2014-07-29	19	13250	9690
2014-07-29	20	14460	9770
2014-07-29	21	19410	10710
2014-07-29	22	11810	9770
2014-07-29	23	12880	10440
2014-07-29	24	10150	9390
2014-07-29	25	9240	5770
2014-07-29	26	13750	10270
2014-07-29	27	10570	7760
2014-07-29	28	12500	10570
2014-07-29	29	14710	13570
2014-07-29	30	11510	9550
2014-07-29	31	13260	12910
2014-07-29	32	16760	11550
2014-07-29	33	17550	13340
2014-07-29	34	12850	11510
2014-07-29	35	20850	19370
2014-07-29	36	12010	10780
2014-07-29	37	17160	14730
2014-07-29	38	17770	15420
2014-07-29	39	9610	0
2014-07-29	40	11840	0
2014-07-29	41	11630	0
2014-07-29	42	12130	0
2014-07-29	43	9040	0
2014-07-29	44	14670	0
2014-07-29	45	9630	0
2014-07-29	46	18780	0
2014-07-29	47	13500	0
2014-07-29	48	18380	0
2014-07-29	49	22880	0
2014-07-30	1	15430	12060
2014-07-30	2	9080	10120
2014-07-30	3	10890	10430
2014-07-30	4	16970	14830
2014-07-30	5	14380	12520
2014-07-30	6	11960	12930
2014-07-30	7	16560	14730
2014-07-30	8	16190	17170
2014-07-30	9	18770	16790
2014-07-30	10	18720	14440
2014-07-30	11	11620	8950
2014-07-30	12	10800	7440
2014-07-30	13	19520	11760
2014-07-30	14	11200	7330
2014-07-30	15	15550	13930
2014-07-30	16	15900	15370
2014-07-30	17	14410	8670
2014-07-30	18	26090	17740
2014-07-30	19	13250	9690
2014-07-30	20	14460	9770
2014-07-30	21	19410	10710
2014-07-30	22	11810	9770
2014-07-30	23	12880	10440
2014-07-30	24	10150	9390
2014-07-30	25	9240	5770
2014-07-30	26	13750	10270
2014-07-30	27	10570	7760
2014-07-30	28	12500	10570
2014-07-30	29	14710	13570
2014-07-30	30	11510	9550
2014-07-30	31	13260	12910
2014-07-30	32	16760	11550
2014-07-30	33	17550	13340
2014-07-30	34	12850	11510
2014-07-30	35	20850	19370
2014-07-30	36	12010	10780
2014-07-30	37	17160	14730
2014-07-30	38	17770	15420
2014-07-30	39	9610	10040
2014-07-30	40	11840	8200
2014-07-30	41	11630	10830
2014-07-30	42	12130	0
2014-07-30	43	9040	0
2014-07-30	44	14670	0
2014-07-30	45	9630	0
2014-07-30	46	18780	0
2014-07-30	47	13500	0
2014-07-30	48	18380	0
2014-07-30	49	22880	0
2014-07-31	1	15430	12060
2014-07-31	2	9080	10120
2014-07-31	3	10890	10430
2014-07-31	4	16970	14830
2014-07-31	5	14380	12520
2014-07-31	6	11960	12930
2014-07-31	7	16560	14730
2014-07-31	8	16190	17170
2014-07-31	9	18770	16790
2014-07-31	10	18720	14440
2014-07-31	11	11620	8950
2014-07-31	12	10800	7440
2014-07-31	13	19520	11760
2014-07-31	14	11200	7330
2014-07-31	15	15550	13930
2014-07-31	16	15900	15370
2014-07-31	17	14410	8670
2014-07-31	18	26090	17740
2014-07-31	19	13250	9690
2014-07-31	20	14460	9770
2014-07-31	21	19410	10710
2014-07-31	22	11810	9770
2014-07-31	23	12880	10440
2014-07-31	24	10150	9390
2014-07-31	25	9240	5770
2014-07-31	26	13750	10270
2014-07-31	27	10570	7760
2014-07-31	28	12500	10570
2014-07-31	29	14710	13570
2014-07-31	30	11510	9550
2014-07-31	31	13260	12910
2014-07-31	32	16760	11550
2014-07-31	33	17550	13340
2014-07-31	34	12850	11510
2014-07-31	35	20850	19370
2014-07-31	36	12010	10780
2014-07-31	37	17160	14730
2014-07-31	38	17770	15420
2014-07-31	39	9610	10040
2014-07-31	40	11840	8200
2014-07-31	41	11630	10830
2014-07-31	42	12130	8880
2014-07-31	43	9040	7770
2014-07-31	44	14670	12990
2014-07-31	45	9630	7040
2014-07-31	46	18780	0
2014-07-31	47	13500	0
2014-07-31	48	18380	0
2014-07-31	49	22880	0
2014-08-01	1	15430	12060
2014-08-01	2	12420	10120
2014-08-01	3	10890	10430
2014-08-01	4	16970	14830
2014-08-01	5	14380	12520
2014-08-01	6	19670	12930
2014-08-01	7	16560	14730
2014-08-01	8	16190	17170
2014-08-01	9	18770	16790
2014-08-01	10	18720	14440
2014-08-01	11	11620	8950
2014-08-01	12	10800	7440
2014-08-01	13	19520	11760
2014-08-01	14	11200	7330
2014-08-01	15	15550	13930
2014-08-01	16	15900	15370
2014-08-01	17	14410	8670
2014-08-01	18	26090	17740
2014-08-01	19	13250	9690
2014-08-01	20	14460	9770
2014-08-01	21	19410	10710
2014-08-01	22	11810	9770
2014-08-01	23	12880	10440
2014-08-01	24	10150	9390
2014-08-01	25	9240	5770
2014-08-01	26	13750	10270
2014-08-01	27	10570	7760
2014-08-01	28	12500	10570
2014-08-01	29	14710	13570
2014-08-01	30	11510	9550
2014-08-01	31	13260	12910
2014-08-01	32	16760	11550
2014-08-01	33	17550	13340
2014-08-01	34	12850	11510
2014-08-01	35	20850	19370
2014-08-01	36	12010	10780
2014-08-01	37	17160	14730
2014-08-01	38	17770	15420
2014-08-01	39	9610	10040
2014-08-01	40	11840	8200
2014-08-01	41	11630	10830
2014-08-01	42	12130	8880
2014-08-01	43	9040	7770
2014-08-01	44	14670	12990
2014-08-01	45	9630	7040
2014-08-01	46	18780	0
2014-08-01	47	13500	0
2014-08-01	48	18380	0
2014-08-01	49	22880	0
2014-08-02	1	15430	12060
2014-08-02	2	12420	10120
2014-08-02	3	10890	10430
2014-08-02	4	16970	14830
2014-08-02	5	14380	12520
2014-08-02	6	19670	12930
2014-08-02	7	16560	14730
2014-08-02	8	16190	17170
2014-08-02	9	20980	16790
2014-08-02	10	18720	14440
2014-08-02	11	11620	8950
2014-08-02	12	10800	7440
2014-08-02	13	19520	11760
2014-08-02	14	11200	7330
2014-08-02	15	15550	13930
2014-08-02	16	15900	15370
2014-08-02	17	14410	8670
2014-08-02	18	26090	17740
2014-08-02	19	13250	9690
2014-08-02	20	14460	9770
2014-08-02	21	19410	10710
2014-08-02	22	11810	9770
2014-08-02	23	12880	10440
2014-08-02	24	10150	9390
2014-08-02	25	9240	5770
2014-08-02	26	13750	10270
2014-08-02	27	10570	7760
2014-08-02	28	12500	10570
2014-08-02	29	14710	13570
2014-08-02	30	11510	9550
2014-08-02	31	13260	12910
2014-08-02	32	16760	11550
2014-08-02	33	17550	13340
2014-08-02	34	12850	11510
2014-08-02	35	20850	19370
2014-08-02	36	12010	10780
2014-08-02	37	17160	14730
2014-08-02	38	17770	15420
2014-08-02	39	9610	10040
2014-08-02	40	11840	8200
2014-08-02	41	11630	10830
2014-08-02	42	12130	8880
2014-08-02	43	9040	7770
2014-08-02	44	14670	12990
2014-08-02	45	9630	7040
2014-08-02	46	18780	16310
2014-08-02	47	13500	0
2014-08-02	48	18380	0
2014-08-02	49	22880	0
2014-08-03	1	15430	12060
2014-08-03	2	12420	10120
2014-08-03	3	10890	10430
2014-08-03	4	16970	14830
2014-08-03	5	14380	12520
2014-08-03	6	19670	12930
2014-08-03	7	16560	14730
2014-08-03	8	16190	17170
2014-08-03	9	20980	16790
2014-08-03	10	18720	14440
2014-08-03	11	11620	8950
2014-08-03	12	10800	7440
2014-08-03	13	19520	11760
2014-08-03	14	11200	7330
2014-08-03	15	15550	13930
2014-08-03	16	15900	15370
2014-08-03	17	14410	8670
2014-08-03	18	26090	17740
2014-08-03	19	13250	9690
2014-08-03	20	14460	9770
2014-08-03	21	19410	10710
2014-08-03	22	11810	9770
2014-08-03	23	12880	10440
2014-08-03	24	10150	9390
2014-08-03	25	9240	5770
2014-08-03	26	13750	10270
2014-08-03	27	10570	7760
2014-08-03	28	12500	10570
2014-08-03	29	14710	13570
2014-08-03	30	11510	9550
2014-08-03	31	13260	12910
2014-08-03	32	16760	11550
2014-08-03	33	17550	13340
2014-08-03	34	12850	11510
2014-08-03	35	20850	19370
2014-08-03	36	12010	10780
2014-08-03	37	17160	14730
2014-08-03	38	17770	15420
2014-08-03	39	11170	10040
2014-08-03	40	11840	8200
2014-08-03	41	11630	10830
2014-08-03	42	12130	8880
2014-08-03	43	9040	7770
2014-08-03	44	14670	12990
2014-08-03	45	9630	7040
2014-08-03	46	18780	16310
2014-08-03	47	13500	0
2014-08-03	48	18380	0
2014-08-03	49	22880	0
